location_index,location,i,j,x,y,pointwise,weighted,local,full
0,"(0,0)",0,0,0.0,0.0,1.646030586066706,0.3969458754544903,0.3660881000665313,0.980461777093505
1,"(0,1)",0,1,11.11111111111111,0.0,1.6901716348307494,0.4690505832405688,0.6491880463580899,0.16967845962535327
2,"(0,2)",0,2,22.22222222222222,0.0,1.585150859348156,0.5464897985482772,1.6197454181122615,0.7197549751425281
3,"(0,3)",0,3,33.33333333333333,0.0,1.361297029471291,0.48172338214413346,1.6916458189527066,2.5298253361381566
4,"(0,4)",0,4,44.44444444444444,0.0,1.0677192517955014,1.1416618310704676,1.536865163412758,4.320412952335422
5,"(0,5)",0,5,55.55555555555556,0.0,1.3322159135638945,1.8998527330637012,2.217800159938267,2.5995200278600326
6,"(0,6)",0,6,66.66666666666666,0.0,1.5108684559399552,0.34888055714282346,0.6534576277940563,0.2902414105794665
7,"(0,7)",0,7,77.77777777777777,0.0,1.6996774562851191,1.0672501194954256,1.5565008948698844,0.4326550998346145
8,"(0,8)",0,8,88.88888888888889,0.0,1.3866525923231883,0.940501967637106,0.6507177105372252,1.9565482137875072
9,"(0,9)",0,9,100.0,0.0,1.1567772822194684,0.8255556495881663,2.921515256267624,4.910229269047208
10,"(1,0)",1,0,0.0,11.11111111111111,1.8528169632206954,1.5504741254273051,2.424116726250654,4.1525055260795956
11,"(1,1)",1,1,11.11111111111111,11.11111111111111,1.7366987711834059,0.7532855716351085,1.4219848490382117,2.345085367223009
12,"(1,2)",1,2,22.22222222222222,11.11111111111111,1.73692102886339,1.1157839156411595,0.3924174139351382,1.0315024675427913
13,"(1,3)",1,3,33.33333333333333,11.11111111111111,1.6412360801059238,0.2987871132595481,0.9502580039905466,0.3324916033988633
14,"(1,4)",1,4,44.44444444444444,11.11111111111111,1.3156479935786487,1.4382449050730206,1.7390012261223946,1.7156126230043192
15,"(1,5)",1,5,55.55555555555556,11.11111111111111,1.8238572371785664,0.4828478149419054,1.7126226394171336,1.5501028425173051
16,"(1,6)",1,6,66.66666666666666,11.11111111111111,1.4574452826990647,0.5069966953351054,1.7853434009053706,1.3733025060172468
17,"(1,7)",1,7,77.77777777777777,11.11111111111111,1.3633210586264708,1.1441786285287063,0.9251441552478112,2.1517574353082534
18,"(1,8)",1,8,88.88888888888889,11.11111111111111,1.2325323763759022,0.8089994448783403,2.761835719533214,4.290431907463111
19,"(1,9)",1,9,100.0,11.11111111111111,1.4773976920956104,0.5985534735320927,0.6233461466459722,1.8635072700527013
